,Patient,Gene1,Gene2,Edge,Curvature,Response
0,A549_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7063955176738986,0
4443,NCIH1734_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,1
4444,NCIH1734_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,1
4445,NCIH1734_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,1
4446,NCIH1734_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,1
4447,NCIH1734_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,1
4448,NCIH1734_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,1
4449,NCIH1734_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,1
4450,NCIH1734_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,1
4451,NCIH1734_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,1
4452,NCIH1734_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,1
4453,NCIH1734_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,1
4454,NCIH1734_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,1
4455,NCIH1734_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,1
4456,NCIH1734_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,1
4457,NCIH1734_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,1
4458,NCIH1734_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,1
4459,NCIH1734_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,1
4460,NCIH1734_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,1
4461,NCIH1734_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,1
4462,NCIH1734_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,1
4463,NCIH1734_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,1
4464,NCIH1792_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7014760811767689,0
4465,NCIH1792_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
4466,NCIH1792_LUNG,CD2,CD7,CD2;CD7,0.0,0
4467,NCIH1792_LUNG,CD2,CD5,CD2;CD5,0.0,0
4468,NCIH1792_LUNG,CD5,CD7,CD5;CD7,0.0,0
4469,NCIH1792_LUNG,ANPEP,CD7,ANPEP;CD7,0.6718003124933121,0
4470,NCIH1792_LUNG,TGFB1,FN1,TGFB1;FN1,0.6869360764546546,0
4471,NCIH1792_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
4472,NCIH1792_LUNG,FN1,VTN,FN1;VTN,0.0,0
4473,NCIH1792_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
4474,NCIH1792_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
4475,NCIH1792_LUNG,CALM3,DLG4,CALM3;DLG4,0.7269580814303336,0
4476,NCIH1792_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
4477,NCIH1792_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
4478,NCIH1792_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
4479,NCIH1792_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
4480,NCIH1792_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
4481,NCIH1792_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
4482,NCIH1792_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
4483,NCIH1792_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
4484,NCIH1792_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
4485,NCIH1792_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
4486,NCIH1792_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
4487,NCIH1792_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
4488,NCIH1792_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
4489,NCIH1792_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
4490,NCIH1792_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
4491,NCIH1792_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
4492,NCIH1792_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
4493,NCIH1792_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
4494,NCIH1792_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
4495,NCIH1792_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
4496,NCIH1792_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
4497,NCIH1792_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
4498,NCIH1792_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
4499,NCIH1792_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
4500,NCIH1792_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
4501,NCIH1792_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
4502,NCIH1792_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
4503,NCIH1792_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
4504,NCIH1792_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
4505,NCIH1792_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
4506,NCIH1792_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
4507,NCIH1792_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
4508,NCIH1792_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
4509,NCIH1792_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
4510,NCIH1792_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
4511,NCIH1792_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
4512,NCIH1792_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
4513,NCIH1792_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
4514,NCIH1792_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
4515,NCIH1792_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
4516,NCIH1792_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
4517,NCIH1792_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
4518,NCIH1792_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
4519,NCIH1792_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
4520,NCIH1792_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
4521,NCIH1792_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
4522,NCIH1792_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
4523,NCIH1792_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
4524,NCIH1792_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
4525,NCIH1792_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
4526,NCIH1792_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
4527,NCIH1792_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
4528,NCIH1792_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
4529,NCIH1792_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
4530,NCIH1792_LUNG,TET2,EBF1,TET2;EBF1,0.9861446503977012,0
4531,NCIH1792_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
4532,NCIH1792_LUNG,KRT13,KRT4,KRT13;KRT4,0.0,0
4533,NCIH1792_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
4534,NCIH1792_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
4535,NCIH1792_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
4536,NCIH1792_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
4537,NCIH1792_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
4538,NCIH1792_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
4539,NCIH1792_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
4540,NCIH1792_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
4541,NCIH1792_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
4542,NCIH1792_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
4543,NCIH1792_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
4544,NCIH1792_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
4545,NCIH1792_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
4546,NCIH1792_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
4547,NCIH1792_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
4548,NCIH1792_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
4549,NCIH1792_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
4550,NCIH1792_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
4551,NCIH1792_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
4552,NCIH1792_LUNG,SECTM1,CD7,SECTM1;CD7,0.23809409391192016,0
4553,NCIH1792_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
4554,NCIH1792_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
4555,NCIH1792_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
4556,NCIH1792_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
4557,NCIH1793_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.6924789619468693,0
4558,NCIH1793_LUNG,FLNA,HSPB7,FLNA;HSPB7,-17.224348717745492,0
4559,NCIH1793_LUNG,CD2,CD7,CD2;CD7,0.0,0
4560,NCIH1793_LUNG,CD2,CD5,CD2;CD5,0.0,0
4561,NCIH1793_LUNG,CD5,CD7,CD5;CD7,0.0,0
4562,NCIH1793_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
4563,NCIH1793_LUNG,TGFB1,FN1,TGFB1;FN1,0.663467552827594,0
4564,NCIH1793_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
4565,NCIH1793_LUNG,FN1,VTN,FN1;VTN,0.0,0
4566,NCIH1793_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
4567,NCIH1793_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
4568,NCIH1793_LUNG,CALM3,DLG4,CALM3;DLG4,0.6157646942837123,0
4569,NCIH1793_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
4570,NCIH1793_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
4571,NCIH1793_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
4572,NCIH1793_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
4573,NCIH1793_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
4574,NCIH1793_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
4575,NCIH1793_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
4576,NCIH1793_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
4577,NCIH1793_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
4578,NCIH1793_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
4579,NCIH1793_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
4580,NCIH1793_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
4581,NCIH1793_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
4582,NCIH1793_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
4583,NCIH1793_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
4584,NCIH1793_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
4585,NCIH1793_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
4586,NCIH1793_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
4587,NCIH1793_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
4588,NCIH1793_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
4589,NCIH1793_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
4590,NCIH1793_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
4591,NCIH1793_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
4592,NCIH1793_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
4593,NCIH1793_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
4594,NCIH1793_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
4595,NCIH1793_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
4596,NCIH1793_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
4597,NCIH1793_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
4598,NCIH1793_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
4599,NCIH1793_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
4600,NCIH1793_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
4601,NCIH1793_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
4602,NCIH1793_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
4603,NCIH1793_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
4604,NCIH1793_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
4605,NCIH1793_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
4606,NCIH1793_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
4607,NCIH1793_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
4608,NCIH1793_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
4609,NCIH1793_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
4610,NCIH1793_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
4611,NCIH1793_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
4612,NCIH1793_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
4613,NCIH1793_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
4614,NCIH1793_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
4615,NCIH1793_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
4616,NCIH1793_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
4617,NCIH1793_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
4618,NCIH1793_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
4619,NCIH1793_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
4620,NCIH1793_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
4621,NCIH1793_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
4622,NCIH1793_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
4623,NCIH1793_LUNG,TET2,EBF1,TET2;EBF1,0.9846489619250238,0
4624,NCIH1793_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
4625,NCIH1793_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
4626,NCIH1793_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
4627,NCIH1793_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
4628,NCIH1793_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
4629,NCIH1793_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
4630,NCIH1793_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
4631,NCIH1793_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
4632,NCIH1793_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
4633,NCIH1793_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
4634,NCIH1793_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
4635,NCIH1793_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
4636,NCIH1793_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
4637,NCIH1793_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
4638,NCIH1793_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
4639,NCIH1793_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
4640,NCIH1793_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
4641,NCIH1793_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
4642,NCIH1793_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
4643,NCIH1793_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
4644,NCIH1793_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
4645,NCIH1793_LUNG,SECTM1,CD7,SECTM1;CD7,0.0,0
4646,NCIH1793_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
4647,NCIH1793_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
4648,NCIH1793_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
4649,NCIH1793_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
4650,NCIH1838_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7348778254527115,0
4651,NCIH1838_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
4652,NCIH1838_LUNG,CD2,CD7,CD2;CD7,0.0,0
4653,NCIH1838_LUNG,CD2,CD5,CD2;CD5,0.0,0
4654,NCIH1838_LUNG,CD5,CD7,CD5;CD7,0.0,0
4655,NCIH1838_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
4656,NCIH1838_LUNG,TGFB1,FN1,TGFB1;FN1,0.6662424751298383,0
4657,NCIH1838_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
4658,NCIH1838_LUNG,FN1,VTN,FN1;VTN,0.0,0
4659,NCIH1838_LUNG,FN1,ITGB1,FN1;ITGB1,0.0,0
4660,NCIH1838_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
4661,NCIH1838_LUNG,CALM3,DLG4,CALM3;DLG4,0.659923956576806,0
4662,NCIH1838_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
4663,NCIH1838_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
4664,NCIH1838_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
4665,NCIH1838_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
4666,NCIH1838_LUNG,ITGB1,VTN,ITGB1;VTN,0.0,0
4667,NCIH1838_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,0.0,0
4668,NCIH1838_LUNG,ITGB1,NPNT,ITGB1;NPNT,0.0,0
4669,NCIH1838_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
4670,NCIH1838_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
4671,NCIH1838_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
4672,NCIH1838_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
4673,NCIH1838_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
4674,NCIH1838_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
4675,NCIH1838_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
4676,NCIH1838_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
4677,NCIH1838_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
4678,NCIH1838_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
4679,NCIH1838_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
4680,NCIH1838_LUNG,SGCD,SGCE,SGCD;SGCE,0.0,0
4681,NCIH1838_LUNG,SGCD,DAG1,SGCD;DAG1,0.0,0
4682,NCIH1838_LUNG,SGCD,DMD,SGCD;DMD,0.0,0
4683,NCIH1838_LUNG,SGCD,SGCB,SGCD;SGCB,0.0,0
4684,NCIH1838_LUNG,SSPN,SGCG,SSPN;SGCG,0.0,0
4685,NCIH1838_LUNG,SSPN,DMD,SSPN;DMD,0.0,0
4686,NCIH1838_LUNG,SSPN,DAG1,SSPN;DAG1,0.0,0
4687,NCIH1838_LUNG,SSPN,SGCE,SSPN;SGCE,0.0,0
4688,NCIH1838_LUNG,SSPN,SGCA,SSPN;SGCA,0.0,0
4689,NCIH1838_LUNG,DAG1,SGCG,DAG1;SGCG,0.0,0
4690,NCIH1838_LUNG,DAG1,SGCA,DAG1;SGCA,0.0,0
4691,NCIH1838_LUNG,DAG1,NRXN2,DAG1;NRXN2,0.0,0
4692,NCIH1838_LUNG,DAG1,CAV3,DAG1;CAV3,0.0,0
4693,NCIH1838_LUNG,DAG1,DMD,DAG1;DMD,0.0,0
4694,NCIH1838_LUNG,DAG1,SGCB,DAG1;SGCB,0.0,0
4695,NCIH1838_LUNG,DAG1,NRXN1,DAG1;NRXN1,0.0,0
4696,NCIH1838_LUNG,DAG1,SGCE,DAG1;SGCE,0.0,0
4697,NCIH1838_LUNG,DMD,SGCG,DMD;SGCG,0.0,0
4698,NCIH1838_LUNG,DMD,SGCA,DMD;SGCA,0.0,0
4699,NCIH1838_LUNG,DMD,CAV3,DMD;CAV3,0.0,0
4700,NCIH1838_LUNG,DMD,SGCE,DMD;SGCE,0.0,0
4701,NCIH1838_LUNG,DMD,SGCB,DMD;SGCB,0.0,0
4702,NCIH1838_LUNG,SGCA,SGCG,SGCA;SGCG,0.0,0
4703,NCIH1838_LUNG,SGCA,SGCB,SGCA;SGCB,0.0,0
4704,NCIH1838_LUNG,CAV3,SGCB,CAV3;SGCB,0.0,0
4705,NCIH1838_LUNG,SGCG,SGCB,SGCG;SGCB,0.0,0
4706,NCIH1838_LUNG,SGCB,SGCE,SGCB;SGCE,0.0,0
4707,NCIH1838_LUNG,NRXN2,NLGN4Y,NRXN2;NLGN4Y,0.0,0
4708,NCIH1838_LUNG,NRXN2,DLG4,NRXN2;DLG4,0.0,0
4709,NCIH1838_LUNG,NRXN1,NLGN4Y,NRXN1;NLGN4Y,0.0,0
4710,NCIH1838_LUNG,NRXN1,DLG4,NRXN1;DLG4,0.0,0
4711,NCIH1838_LUNG,DLG4,NLGN4Y,DLG4;NLGN4Y,0.0,0
4712,NCIH1838_LUNG,SLC1A6,SPTBN2,SLC1A6;SPTBN2,0.0,0
4713,NCIH1838_LUNG,VTN,ITGA8,VTN;ITGA8,0.0,0
4714,NCIH1838_LUNG,CRYAA,CRYAB,CRYAA;CRYAB,0.0,0
4715,NCIH1838_LUNG,ITGA8,NPNT,ITGA8;NPNT,0.0,0
4716,NCIH1838_LUNG,TET2,EBF1,TET2;EBF1,0.0,0
4717,NCIH1838_LUNG,ACVR2B,BMP3,ACVR2B;BMP3,0.0,0
4718,NCIH1838_LUNG,KRT13,KRT4,KRT13;KRT4,1.0,0
4719,NCIH1838_LUNG,HRC,TRDN,HRC;TRDN,0.0,0
4720,NCIH1838_LUNG,TRDN,CASQ2,TRDN;CASQ2,0.0,0
4721,NCIH1838_LUNG,TRDN,FKBP1B,TRDN;FKBP1B,0.0,0
4722,NCIH1838_LUNG,TRDN,RYR1,TRDN;RYR1,0.0,0
4723,NCIH1838_LUNG,TRDN,RYR2,TRDN;RYR2,0.0,0
4724,NCIH1838_LUNG,TRDN,CASQ1,TRDN;CASQ1,0.0,0
4725,NCIH1838_LUNG,TRDN,ASPH,TRDN;ASPH,0.0,0
4726,NCIH1838_LUNG,CASQ2,RYR2,CASQ2;RYR2,0.0,0
4727,NCIH1838_LUNG,CASQ2,RYR1,CASQ2;RYR1,0.0,0
4728,NCIH1838_LUNG,CASQ2,ASPH,CASQ2;ASPH,0.0,0
4729,NCIH1838_LUNG,RYR2,RYR1,RYR2;RYR1,0.0,0
4730,NCIH1838_LUNG,RYR2,ASPH,RYR2;ASPH,0.0,0
4731,NCIH1838_LUNG,RYR2,CASQ1,RYR2;CASQ1,0.0,0
4732,NCIH1838_LUNG,RYR2,FKBP1B,RYR2;FKBP1B,0.0,0
4733,NCIH1838_LUNG,RYR1,ASPH,RYR1;ASPH,0.0,0
4734,NCIH1838_LUNG,RYR1,CASQ1,RYR1;CASQ1,0.0,0
4735,NCIH1838_LUNG,RYR1,FKBP1B,RYR1;FKBP1B,0.0,0
4736,NCIH1838_LUNG,ASPH,CASQ1,ASPH;CASQ1,0.0,0
4737,NCIH1838_LUNG,ASPH,FKBP1B,ASPH;FKBP1B,0.0,0
4738,NCIH1838_LUNG,SECTM1,CD7,SECTM1;CD7,0.9648250985776008,0
4739,NCIH1838_LUNG,EBF1,PAX5,EBF1;PAX5,0.0,0
4740,NCIH1838_LUNG,EBF1,ZNF423,EBF1;ZNF423,0.0,0
4741,NCIH1838_LUNG,ANO2,CLCA4,ANO2;CLCA4,0.0,0
4742,NCIH1838_LUNG,ANO2,CLCA2,ANO2;CLCA2,0.0,0
4743,NCIH1944_LUNG,FLNA,ITGB1,FLNA;ITGB1,0.7360754867553909,0
4744,NCIH1944_LUNG,FLNA,HSPB7,FLNA;HSPB7,0.0,0
4745,NCIH1944_LUNG,CD2,CD7,CD2;CD7,0.0,0
4746,NCIH1944_LUNG,CD2,CD5,CD2;CD5,0.0,0
4747,NCIH1944_LUNG,CD5,CD7,CD5;CD7,0.0,0
4748,NCIH1944_LUNG,ANPEP,CD7,ANPEP;CD7,0.0,0
4749,NCIH1944_LUNG,TGFB1,FN1,TGFB1;FN1,0.3489582741221984,0
4750,NCIH1944_LUNG,TGFB1,LRRC32,TGFB1;LRRC32,0.0,0
4751,NCIH1944_LUNG,FN1,VTN,FN1;VTN,0.17880598656898572,0
4752,NCIH1944_LUNG,FN1,ITGB1,FN1;ITGB1,-5.898339880052233,0
4753,NCIH1944_LUNG,FN1,ITGA8,FN1;ITGA8,0.0,0
4754,NCIH1944_LUNG,CALM3,DLG4,CALM3;DLG4,0.5918316060700427,0
4755,NCIH1944_LUNG,CALM3,RYR1,CALM3;RYR1,0.0,0
4756,NCIH1944_LUNG,CALM3,FKBP1B,CALM3;FKBP1B,0.0,0
4757,NCIH1944_LUNG,CALM3,RYR2,CALM3;RYR2,0.0,0
4758,NCIH1944_LUNG,CALM3,TRDN,CALM3;TRDN,0.0,0
4759,NCIH1944_LUNG,ITGB1,VTN,ITGB1;VTN,-6.564193443394705,0
4760,NCIH1944_LUNG,ITGB1,ITGA8,ITGB1;ITGA8,-8.085084048965616,0
4761,NCIH1944_LUNG,ITGB1,NPNT,ITGB1;NPNT,-5.51004395163773,0
4762,NCIH1944_LUNG,FLNC,SGCD,FLNC;SGCD,0.0,0
4763,NCIH1944_LUNG,SNTA1,SGCD,SNTA1;SGCD,0.0,0
4764,NCIH1944_LUNG,SNTA1,SSPN,SNTA1;SSPN,0.0,0
4765,NCIH1944_LUNG,SNTA1,DAG1,SNTA1;DAG1,0.0,0
4766,NCIH1944_LUNG,SNTA1,DMD,SNTA1;DMD,0.0,0
4767,NCIH1944_LUNG,SNTA1,SGCA,SNTA1;SGCA,0.0,0
4768,NCIH1944_LUNG,SNTA1,CAV3,SNTA1;CAV3,0.0,0
4769,NCIH1944_LUNG,SGCD,SGCG,SGCD;SGCG,0.0,0
4770,NCIH1944_LUNG,SGCD,SSPN,SGCD;SSPN,0.0,0
4771,NCIH1944_LUNG,SGCD,SGCA,SGCD;SGCA,0.0,0
4772,NCIH1944_LUNG,SGCD,CAV3,SGCD;CAV3,0.0,0
